vehicle_type,vehicle_make,vehicle_model,vehicle_year,vehicle_age,vehicle_condition,vehicle_price,engine_type,age,gender,occupation,region,driving_experience,claims_history,policy_tenure,policy_type,claim_id,claim_date,claim_amount,claim_reason,damage_type,reported_delay,police_report,repair_estimate,actual_repair_cost,submission_channel,payment_channel,customer_contacted,agent_id,agent_city,fraud_reported,net_premium
Truck,Hyundai,Sonata,2014,11,Used,24666.07,Electric,20,Male,Lawyer,West,23,2,22,Comprehensive,C106484,2023-01-08 20:09:22,6395.21,Theft,Minor,3,1,3564.95,500.0,In-Person,Check,1,A277,North,1,2095.45
Sedan,Hyundai,Elantra,2013,12,Damaged,10115.44,Hybrid,43,Male,Lawyer,Central,49,5,46,Comprehensive,C106485,2018-11-28 13:45:44,5934.19,Vandalism,Major,4,1,1518.23,2847.72,Phone,Cash,1,A852,South,0,1100.25
Truck,BMW,X5,2011,14,Used,19660.82,Electric,32,Male,Engineer,Central,20,1,18,Third-party,C106486,2021-01-20 10:26:31,2715.3,Theft,Minor,5,1,6742.85,7132.98,In-Person,Bank Transfer,1,A626,North,0,906.46
Van,Ford,Escape,2002,23,Used,18992.44,Hybrid,44,Female,Unemployed,East,39,0,39,Comprehensive,C106487,2022-09-18 13:34:28,5777.14,Theft,Minor,3,0,4564.74,1163.23,Online,Cash,1,A222,Central,0,969.02
Coupe,Honda,CR-V,2009,16,Used,26051.34,Diesel,68,Female,Driver,Central,28,2,28,Collision,C106488,2020-02-14 11:01:29,5707.05,Accident,Minor,2,0,3036.51,4142.13,In-Person,Cash,1,A486,East,0,1828.52
Sedan,Honda,Accord,2007,18,Used,24863.37,Hybrid,62,Male,Unemployed,North,52,1,48,Collision,C106489,2023-03-25 03:35:50,4590.83,Theft,Major,4,1,4603.26,5793.73,Phone,Cash,1,A141,West,0,1839.03
Sedan,Hyundai,Elantra,2005,20,Used,22096.93,Diesel,52,Female,Driver,West,13,2,12,Collision,C106490,2019-11-12 23:58:53,3913.59,Fire,Total Loss,4,0,5115.26,3186.6,Online,Cash,1,A538,East,0,1158.07
SUV,Honda,Accord,2021,4,New,6853.14,Diesel,30,Female,Driver,South,7,4,3,Third-party,C106491,2020-07-10 16:16:02,8465.35,Vandalism,Major,1,1,1958.22,2539.63,In-Person,Bank Transfer,1,A385,North,0,796.78
Sedan,Ford,Focus,2013,12,Used,3000.0,Hybrid,71,Male,Engineer,West,29,1,26,Collision,C106492,2021-02-27 12:05:01,3907.87,Theft,Major,3,0,4729.42,4755.99,Online,Cash,1,A669,East,0,425.32
Van,Ford,Escape,2016,9,Used,27298.26,Diesel,73,Female,Teacher,North,21,2,20,Comprehensive,C106493,2019-12-02 13:28:33,4778.52,Accident,Minor,0,0,3331.07,3508.8,Phone,Cash,1,A370,Central,0,1353.04
Van,Mercedes,E-Class,2020,5,New,25971.75,Electric,22,Male,Teacher,Central,22,2,20,Collision,C106494,2019-08-22 14:10:57,4590.42,Vandalism,Minor,6,1,1878.19,3363.85,Phone,Cash,1,A233,East,0,1797.37
Van,Mercedes,E-Class,2018,7,Used,12020.16,Hybrid,60,Female,Doctor,East,39,1,36,Third-party,C106495,2019-08-14 17:54:46,5951.84,Vandalism,Total Loss,2,0,7749.62,2432.81,In-Person,Cash,0,A264,Central,0,660.92
Coupe,Toyota,RAV4,2015,10,New,22778.77,Petrol,71,Female,Lawyer,Central,50,3,49,Comprehensive,C106496,2022-02-02 16:11:32,6905.45,Theft,Minor,4,1,2048.58,5364.5,In-Person,Bank Transfer,1,A698,Central,0,1055.49
Convertible,Ford,F-150,2014,11,Used,18325.83,Diesel,34,Male,Unemployed,East,12,1,11,Collision,C106497,2022-03-19 19:46:06,4080.5,Vandalism,Minor,2,0,3994.64,4959.52,Phone,Check,1,A966,North,0,1471.94
Sedan,Ford,Focus,2014,11,Used,28691.93,Hybrid,36,Female,Lawyer,South,27,2,23,Comprehensive,C106498,2022-10-18 20:08:36,2192.42,Vandalism,Minor,2,1,3576.27,3829.86,Online,Cash,1,A361,North,0,2079.07
Sedan,Ford,F-150,2000,25,New,20668.68,Hybrid,37,Female,Doctor,West,29,3,27,Third-party,C106499,2020-05-15 19:00:06,9125.81,Fire,Major,4,0,4772.85,5143.18,Online,Bank Transfer,0,A105,Central,0,1354.62
Van,Mercedes,E-Class,2022,3,New,27203.12,Hybrid,40,Female,Driver,Central,4,0,2,Third-party,C106500,2020-09-02 18:06:31,2079.62,Theft,Minor,3,1,3471.43,647.12,In-Person,Bank Transfer,1,A438,Central,0,1752.19
SUV,Hyundai,Sonata,2022,3,Used,15091.48,Petrol,29,Male,Engineer,East,9,0,6,Third-party,C106501,2021-04-10 00:50:28,1467.88,Fire,Major,7,0,4383.72,5506.62,In-Person,Bank Transfer,0,A577,East,0,1035.3
Coupe,Hyundai,Sonata,2011,14,Used,22280.19,Petrol,49,Female,Lawyer,East,38,1,38,Third-party,C106502,2018-10-07 17:20:38,8470.11,Vandalism,Major,3,1,4584.28,3351.56,Phone,Bank Transfer,0,A826,West,0,1465.14
Sedan,Honda,Civic,2009,16,Used,16698.58,Diesel,46,Female,Driver,North,8,1,4,Comprehensive,C106503,2023-05-14 11:55:23,2137.3,Vandalism,Minor,5,1,6418.29,4792.63,In-Person,Cash,1,A258,South,0,838.62
Convertible,Hyundai,Tucson,2013,12,Used,15052.34,Electric,22,Female,Teacher,North,13,0,9,Collision,C106504,2020-02-01 10:41:13,8438.79,Vandalism,Total Loss,1,0,3635.5,1771.83,In-Person,Check,1,A140,Central,0,795.8
Sedan,BMW,X3,2009,16,New,3000.0,Petrol,66,Male,Driver,West,37,1,37,Comprehensive,C106505,2018-08-21 09:49:58,4640.24,Fire,Major,1,1,5662.07,4553.97,Online,Bank Transfer,0,A257,North,0,502.48
Truck,Mercedes,GLA,2009,16,New,27387.84,Petrol,68,Female,Doctor,East,9,1,5,Third-party,C106506,2021-06-16 08:55:42,5645.83,Accident,Major,1,0,3137.75,2612.27,Phone,Bank Transfer,1,A430,North,0,1233.11
Convertible,Ford,Escape,2019,6,Used,33997.55,Hybrid,60,Female,Engineer,South,32,2,32,Collision,C106507,2022-03-12 10:05:12,3739.52,Fire,Total Loss,1,1,6400.01,3049.7,Online,Cash,0,A711,Central,0,2470.32
SUV,Hyundai,Elantra,2010,15,Damaged,8896.04,Hybrid,19,Female,Unemployed,East,10,4,7,Comprehensive,C106508,2023-04-06 21:10:30,1732.46,Fire,Major,2,1,3910.0,4585.32,In-Person,Bank Transfer,1,A152,North,0,753.91
Convertible,Mercedes,C-Class,2021,4,Used,25548.76,Electric,23,Female,Lawyer,East,39,1,38,Collision,C106509,2020-06-07 02:11:14,1555.2,Fire,Minor,1,1,3305.95,1777.92,Online,Bank Transfer,1,A892,South,0,2217.47
Convertible,Hyundai,Tucson,2015,10,New,25215.35,Diesel,38,Female,Doctor,Central,5,1,4,Collision,C106510,2020-09-01 21:24:33,6080.32,Fire,Minor,1,1,1047.7,3870.26,Phone,Cash,0,A740,Central,0,2093.44
Sedan,Toyota,Corolla,2008,17,New,15883.21,Hybrid,52,Male,Teacher,Central,16,0,14,Comprehensive,C106511,2021-12-21 03:16:44,5013.98,Vandalism,Major,0,1,1488.35,3912.9,Phone,Bank Transfer,1,A730,West,0,1538.33
Convertible,Ford,Focus,2014,11,New,14100.12,Diesel,32,Male,Teacher,North,35,0,31,Third-party,C106512,2023-05-22 17:06:01,350.64,Fire,Minor,4,0,2747.3,2208.19,Phone,Bank Transfer,1,A963,South,0,1187.14
Van,Toyota,Corolla,2013,12,Used,29444.04,Electric,35,Female,Unemployed,Central,5,4,1,Third-party,C106513,2018-11-29 16:32:38,5741.69,Fire,Major,2,1,3879.52,500.0,In-Person,Check,0,A777,Central,0,1240.37
Coupe,Ford,F-150,2018,7,Used,28600.89,Electric,66,Male,Engineer,East,46,1,42,Collision,C106514,2023-07-18 11:57:41,5302.57,Accident,Minor,1,1,2608.04,4237.14,Online,Check,1,A408,North,0,1273.63
Convertible,Mercedes,C-Class,2008,17,New,23611.92,Petrol,64,Male,Unemployed,Central,9,1,8,Third-party,C106515,2021-11-06 07:43:52,2653.02,Fire,Minor,3,1,4815.32,2754.33,Phone,Check,0,A602,East,1,1721.69
Sedan,Honda,CR-V,2003,22,New,15840.24,Diesel,19,Female,Unemployed,North,48,1,47,Comprehensive,C106516,2022-05-03 16:19:24,0.0,Fire,Minor,2,0,4025.08,3224.92,In-Person,Cash,1,A908,Central,0,1518.55
Van,Hyundai,Elantra,2020,5,Damaged,28715.64,Hybrid,22,Female,Unemployed,West,41,1,40,Comprehensive,C106517,2022-07-04 07:46:20,6263.46,Vandalism,Minor,4,1,6443.94,500.0,In-Person,Check,0,A686,South,0,2236.24
SUV,Hyundai,Elantra,2006,19,Damaged,13307.32,Hybrid,54,Male,Lawyer,South,4,2,2,Third-party,C106518,2020-03-24 16:31:00,1254.32,Accident,Minor,3,1,5502.72,5147.44,Online,Cash,1,A663,East,0,1077.14
Truck,BMW,X3,2021,4,New,31365.1,Diesel,58,Female,Teacher,East,18,0,18,Third-party,C106519,2020-08-29 19:50:46,4721.1,Vandalism,Minor,3,0,3652.79,5020.35,In-Person,Bank Transfer,0,A466,East,0,1299.38
Convertible,Toyota,Corolla,2007,18,New,33057.66,Hybrid,23,Female,Doctor,South,6,2,6,Third-party,C106520,2023-02-03 11:14:13,4349.73,Vandalism,Minor,1,1,4555.61,4607.56,In-Person,Bank Transfer,0,A174,East,0,2609.3
Van,Hyundai,Tucson,2007,18,Damaged,29451.84,Hybrid,68,Male,Teacher,West,23,0,19,Collision,C106521,2023-03-20 09:10:48,0.0,Fire,Minor,0,0,5478.79,8940.75,Online,Check,1,A902,West,0,1735.02
Van,Mercedes,GLA,2018,7,Used,22742.47,Hybrid,59,Male,Lawyer,East,50,0,50,Collision,C106522,2019-10-09 18:34:53,8278.52,Vandalism,Minor,1,1,6097.11,7065.48,In-Person,Check,0,A824,East,0,1943.7
SUV,Honda,Accord,2014,11,Damaged,3000.0,Hybrid,68,Male,Driver,South,41,0,41,Comprehensive,C106523,2022-04-26 00:37:47,5960.35,Vandalism,Minor,0,0,2601.07,4833.8,Online,Bank Transfer,1,A425,Central,0,436.27
SUV,Mercedes,E-Class,2015,10,Used,18521.75,Electric,36,Male,Teacher,West,18,3,17,Comprehensive,C106524,2023-08-31 04:31:09,2760.57,Accident,Minor,3,1,2047.75,5357.57,Online,Cash,1,A638,South,0,1714.19
Truck,Toyota,Camry,2021,4,Used,34119.04,Electric,33,Female,Teacher,East,10,1,9,Collision,C106525,2022-06-04 16:48:51,4096.16,Fire,Major,3,0,4457.02,5030.55,In-Person,Check,0,A325,Central,0,2582.22
Truck,BMW,X5,2022,3,Used,27496.45,Hybrid,29,Male,Teacher,West,2,0,2,Comprehensive,C106526,2018-05-16 01:52:45,6831.83,Fire,Minor,2,0,3200.04,7163.5,Online,Check,1,A288,South,0,1979.08
Sedan,Hyundai,Elantra,2008,17,Used,23482.51,Diesel,41,Male,Driver,East,29,3,29,Collision,C106527,2019-06-15 17:59:16,3193.74,Theft,Major,0,1,2753.97,4696.94,In-Person,Bank Transfer,1,A633,South,0,1922.32
Truck,Mercedes,C-Class,2011,14,Used,14553.24,Hybrid,26,Male,Lawyer,East,42,0,38,Collision,C106528,2021-10-27 16:57:50,3150.13,Fire,Minor,1,0,3085.74,1632.81,Online,Check,1,A169,East,0,1138.74
Truck,Ford,Escape,2015,10,Used,28195.25,Diesel,20,Female,Doctor,West,37,1,35,Collision,C106529,2021-04-25 05:55:11,9604.79,Vandalism,Minor,1,1,4131.24,5088.51,Online,Bank Transfer,0,A905,West,0,1670.6
Van,Honda,Accord,2003,22,Used,7416.26,Diesel,34,Male,Lawyer,North,5,1,4,Collision,C106530,2022-01-12 05:24:07,0.0,Accident,Total Loss,6,1,3420.83,3418.49,Online,Check,1,A617,North,0,542.23
Convertible,Mercedes,GLA,2004,21,Used,18633.31,Petrol,47,Female,Engineer,South,46,2,45,Comprehensive,C106531,2018-06-01 06:56:14,8689.2,Theft,Major,5,0,4656.71,4045.59,Online,Cash,1,A263,Central,0,1405.7
Convertible,Honda,Accord,2007,18,Used,33919.04,Petrol,44,Female,Unemployed,North,34,0,30,Comprehensive,C106532,2021-01-15 13:23:37,6446.75,Theft,Minor,4,0,4994.81,5767.09,In-Person,Bank Transfer,1,A525,West,0,2006.92
Coupe,Hyundai,Elantra,2000,25,Used,13565.04,Petrol,41,Female,Doctor,Central,21,1,20,Third-party,C106533,2022-12-09 05:32:00,3412.77,Vandalism,Major,2,0,4835.96,726.06,In-Person,Cash,1,A656,West,0,899.32
Truck,Ford,F-150,2005,20,Used,24873.51,Diesel,59,Male,Driver,South,56,0,54,Collision,C106534,2021-08-16 23:47:29,7683.18,Theft,Major,1,0,1269.16,3500.07,Online,Cash,1,A649,North,0,1116.5
Coupe,BMW,X5,2014,11,Used,5943.01,Diesel,67,Female,Engineer,East,10,0,6,Collision,C106535,2021-08-29 14:54:44,4784.58,Fire,Minor,0,1,1580.07,3437.51,In-Person,Bank Transfer,0,A513,Central,0,768.83
Coupe,BMW,3 Series,2003,22,Damaged,14782.38,Diesel,56,Female,Teacher,South,7,3,4,Third-party,C106536,2023-07-09 02:54:27,2784.55,Accident,Minor,2,1,4617.1,4359.57,Phone,Bank Transfer,1,A194,Central,0,1424.68
Sedan,Ford,Escape,2020,5,Used,21435.7,Diesel,24,Male,Teacher,South,26,3,25,Third-party,C106537,2022-06-10 22:10:47,1051.35,Fire,Minor,4,1,1933.7,2000.48,Online,Check,0,A457,North,0,1723.99
Sedan,Honda,CR-V,2010,15,Used,22828.96,Diesel,26,Female,Unemployed,Central,28,2,28,Third-party,C106538,2023-05-30 02:31:56,4328.86,Vandalism,Major,6,1,6073.36,4134.17,Phone,Check,0,A326,East,0,1350.6
Convertible,Hyundai,Sonata,2004,21,Used,36539.56,Electric,33,Female,Lawyer,North,54,0,54,Third-party,C106539,2021-08-09 10:39:29,6540.54,Vandalism,Major,3,1,1114.91,4297.65,Online,Bank Transfer,1,A318,West,0,3037.99
SUV,Mercedes,C-Class,2017,8,New,15967.59,Hybrid,73,Female,Driver,East,54,0,50,Collision,C106540,2021-03-10 16:23:13,7410.87,Vandalism,Minor,1,1,2930.78,1980.65,Online,Cash,1,A779,East,0,894.83
Van,Ford,F-150,2014,11,New,24755.49,Petrol,28,Female,Driver,South,7,2,7,Comprehensive,C106541,2023-01-07 06:31:25,5116.89,Vandalism,Minor,1,1,3647.04,2828.36,Online,Cash,0,A439,Central,0,2273.91
Truck,Toyota,Camry,2017,8,Used,24531.06,Diesel,26,Female,Teacher,North,22,0,19,Comprehensive,C106542,2023-08-04 01:50:07,2901.19,Vandalism,Major,2,1,500.0,5320.72,In-Person,Bank Transfer,1,A439,West,0,1231.23
Van,Honda,CR-V,2019,6,New,15289.21,Electric,18,Female,Teacher,Central,28,2,25,Comprehensive,C106543,2018-05-10 20:42:32,2260.51,Fire,Total Loss,0,1,3697.19,4343.77,In-Person,Check,1,A469,Central,0,974.39
Truck,BMW,X5,2012,13,Damaged,27647.58,Petrol,61,Female,Unemployed,North,15,0,12,Third-party,C106544,2020-04-20 09:21:39,3003.66,Vandalism,Minor,3,0,3198.46,7274.53,Phone,Cash,1,A400,South,0,1181.97
Truck,Ford,Escape,2004,21,Used,25345.38,Hybrid,52,Female,Unemployed,Central,34,2,31,Collision,C106545,2018-01-11 15:57:15,2804.45,Theft,Major,4,1,5244.99,3744.38,Online,Cash,1,A323,North,0,1203.95
Coupe,BMW,X3,2000,25,Used,17812.2,Electric,37,Female,Unemployed,South,7,1,3,Comprehensive,C106546,2021-06-15 07:46:00,9318.92,Fire,Major,2,1,4068.31,7631.76,In-Person,Cash,1,A870,East,0,1557.15
Convertible,Honda,CR-V,2021,4,Used,21557.62,Diesel,68,Male,Driver,East,7,0,5,Collision,C106547,2018-11-10 22:35:29,2657.41,Accident,Total Loss,2,1,2639.4,5782.44,Online,Check,1,A733,East,0,1829.94
Van,BMW,X3,2017,8,Used,12323.42,Electric,25,Female,Driver,North,44,2,40,Collision,C106548,2023-10-30 22:02:09,6158.5,Vandalism,Minor,2,0,7803.42,5896.33,Online,Bank Transfer,0,A643,East,0,821.36
Van,Ford,Escape,2013,12,Used,12915.3,Electric,24,Male,Lawyer,Central,32,0,31,Comprehensive,C106549,2023-09-16 17:41:40,7008.26,Theft,Major,2,0,7063.91,1862.09,In-Person,Cash,1,A586,East,0,706.38
SUV,Honda,CR-V,2004,21,Used,19827.54,Hybrid,54,Female,Teacher,East,41,0,41,Collision,C106550,2022-06-20 06:49:36,8109.64,Fire,Minor,2,0,1856.42,500.0,In-Person,Bank Transfer,1,A674,West,0,1131.08
SUV,Toyota,RAV4,2005,20,Used,25979.79,Electric,54,Male,Driver,South,4,1,1,Third-party,C106551,2020-10-30 14:36:19,6996.08,Fire,Minor,1,1,5592.33,6078.19,In-Person,Check,0,A943,Central,0,1232.13
Van,Ford,Escape,2015,10,Damaged,17331.92,Petrol,37,Male,Engineer,North,36,1,35,Collision,C106552,2019-03-09 01:25:35,8131.52,Vandalism,Total Loss,4,1,2724.53,3192.44,Phone,Cash,1,A870,South,0,1446.64
SUV,Mercedes,C-Class,2021,4,New,15068.34,Electric,22,Male,Engineer,West,16,0,15,Third-party,C106553,2018-06-08 17:14:07,3943.47,Theft,Major,5,1,4172.72,3151.51,Online,Bank Transfer,1,A764,North,0,865.85
SUV,Hyundai,Elantra,2020,5,Used,18154.23,Petrol,29,Male,Engineer,East,21,1,19,Collision,C106554,2018-01-13 12:52:20,6392.41,Vandalism,Major,4,0,3058.18,5384.71,Phone,Bank Transfer,0,A109,East,0,1048.75
Truck,Ford,F-150,2011,14,Used,26628.94,Diesel,38,Female,Doctor,North,13,0,9,Comprehensive,C106555,2021-06-02 04:07:20,386.71,Theft,Minor,2,1,500.0,2982.5,Online,Cash,1,A217,East,0,1268.25
Convertible,Honda,Civic,2019,6,Used,9185.32,Diesel,37,Male,Engineer,Central,37,1,37,Third-party,C106556,2018-10-09 05:55:48,7828.34,Vandalism,Minor,5,1,1638.9,1834.42,Online,Cash,1,A784,East,0,807.24
Truck,Hyundai,Sonata,2017,8,New,26890.79,Petrol,22,Male,Driver,West,31,0,28,Collision,C106557,2021-04-08 06:25:35,6962.61,Fire,Major,3,0,4678.53,3402.76,Online,Bank Transfer,1,A454,South,0,1549.57
Coupe,Ford,Focus,2001,24,Used,24095.8,Diesel,40,Male,Doctor,East,13,1,10,Collision,C106558,2020-02-19 07:43:01,7012.02,Fire,Total Loss,2,0,1516.16,5693.27,Phone,Check,0,A556,North,0,1478.55
SUV,Toyota,Camry,2022,3,Used,9147.4,Hybrid,74,Female,Unemployed,West,43,2,41,Comprehensive,C106559,2018-09-14 03:08:12,7461.45,Accident,Minor,2,1,4592.21,500.0,Phone,Cash,1,A346,South,0,1005.15
Truck,Toyota,Camry,2020,5,Used,18117.83,Hybrid,24,Male,Teacher,East,19,1,17,Comprehensive,C106560,2020-12-26 16:14:31,1665.8,Vandalism,Major,0,1,4633.69,500.0,Online,Bank Transfer,0,A757,North,0,1509.07
Truck,Mercedes,E-Class,2022,3,Used,25088.57,Hybrid,18,Male,Driver,South,21,2,18,Third-party,C106561,2023-05-13 06:16:34,8906.35,Accident,Total Loss,6,0,1635.16,3197.78,Online,Check,0,A728,West,0,1780.16
Sedan,BMW,3 Series,2012,13,Used,4716.4,Hybrid,42,Male,Engineer,Central,29,2,26,Collision,C106562,2019-02-12 01:55:53,5992.31,Accident,Minor,4,1,6188.31,3041.52,In-Person,Cash,1,A736,Central,0,512.02
Truck,Hyundai,Sonata,2016,9,New,11717.43,Petrol,36,Female,Unemployed,Central,53,0,50,Collision,C106563,2019-11-04 23:47:31,4645.79,Theft,Major,2,0,840.58,1892.99,Phone,Bank Transfer,1,A349,North,0,1026.78
Truck,Honda,Accord,2016,9,Used,7816.7,Hybrid,19,Female,Unemployed,South,32,0,30,Collision,C106564,2019-10-26 05:47:18,7809.06,Theft,Minor,1,1,4688.31,3078.2,Online,Cash,1,A140,East,1,575.41
Convertible,Honda,Accord,2015,10,Used,15376.15,Petrol,29,Female,Teacher,East,4,1,3,Comprehensive,C106565,2019-11-12 17:12:20,6545.04,Theft,Major,2,0,7312.07,6382.0,Online,Check,0,A798,East,0,1455.1
Van,BMW,X3,2020,5,Damaged,28301.86,Electric,59,Female,Unemployed,East,17,1,16,Third-party,C106566,2018-10-19 23:44:13,4120.98,Theft,Minor,5,0,3648.85,2683.36,Online,Check,1,A428,South,0,2444.56
Sedan,Toyota,Camry,2017,8,New,26386.12,Petrol,42,Female,Engineer,Central,45,0,41,Comprehensive,C106567,2018-10-17 05:46:29,6134.37,Theft,Minor,4,1,5178.69,1408.9,Online,Bank Transfer,1,A490,Central,0,2378.24
Sedan,Toyota,Camry,2007,18,Used,15956.74,Diesel,49,Male,Lawyer,North,6,3,6,Third-party,C106568,2020-11-18 18:48:19,4701.84,Vandalism,Major,6,0,6113.87,1117.8,In-Person,Check,1,A915,Central,0,1490.78
Sedan,Ford,Escape,2002,23,Used,28231.53,Hybrid,65,Male,Doctor,East,28,2,27,Comprehensive,C106569,2019-03-03 05:47:46,7881.89,Vandalism,Major,5,0,6059.67,4150.54,In-Person,Cash,1,A216,East,0,1614.96
Coupe,Mercedes,GLA,2016,9,Used,25307.21,Petrol,60,Female,Unemployed,South,56,2,53,Third-party,C106570,2021-01-01 04:35:36,7693.84,Vandalism,Minor,1,1,4815.44,500.0,Phone,Check,0,A495,South,0,2083.64
Sedan,Hyundai,Sonata,2017,8,Used,30201.03,Petrol,35,Female,Teacher,Central,46,1,44,Collision,C106571,2018-04-08 17:12:02,987.1,Theft,Minor,2,0,2501.59,3087.06,Online,Cash,1,A362,East,0,1480.56
Convertible,Mercedes,E-Class,2022,3,Used,19291.63,Petrol,48,Male,Engineer,South,8,4,5,Comprehensive,C106572,2023-03-08 03:20:48,5642.59,Theft,Minor,5,0,5590.18,4096.1,Online,Bank Transfer,1,A653,East,0,1205.0
Van,Mercedes,C-Class,2005,20,Used,24312.62,Electric,61,Female,Lawyer,South,46,5,43,Collision,C106573,2018-07-10 17:16:24,5397.53,Fire,Minor,3,1,3434.92,3288.09,Online,Cash,1,A841,North,0,1263.82
Coupe,Ford,Focus,2007,18,Used,46974.57,Petrol,26,Male,Doctor,East,47,4,44,Collision,C106574,2019-12-02 15:24:18,4325.63,Vandalism,Minor,3,1,2880.58,5131.74,Online,Bank Transfer,0,A389,North,0,2813.77
Convertible,Mercedes,E-Class,2022,3,Used,17523.41,Hybrid,38,Male,Engineer,South,40,0,40,Comprehensive,C106575,2019-10-09 01:22:09,5309.49,Theft,Minor,3,0,5719.13,5362.45,In-Person,Bank Transfer,1,A125,West,0,983.63
Sedan,BMW,3 Series,2012,13,New,19480.14,Diesel,71,Female,Driver,Central,6,1,6,Comprehensive,C106576,2022-06-30 08:34:35,6096.88,Fire,Minor,4,1,4915.26,4908.84,Online,Check,1,A629,North,0,1189.61
Van,Ford,Escape,2007,18,Used,18728.78,Electric,56,Male,Lawyer,North,6,3,4,Third-party,C106577,2018-08-28 23:25:40,4501.62,Vandalism,Major,3,1,3037.56,4142.6,In-Person,Cash,1,A941,East,0,1635.56
Convertible,BMW,X3,2018,7,Used,19275.97,Diesel,24,Male,Teacher,Central,48,2,48,Collision,C106578,2019-05-21 05:08:19,6267.17,Vandalism,Minor,5,1,4181.66,5174.91,Phone,Bank Transfer,1,A888,Central,0,1025.14
Van,Ford,F-150,2005,20,Damaged,24464.82,Electric,30,Female,Engineer,West,42,1,39,Comprehensive,C106579,2020-09-08 01:56:19,5139.41,Theft,Minor,3,0,2362.77,6113.16,Online,Cash,0,A483,West,0,2222.98
Coupe,Mercedes,GLA,2022,3,Used,20464.87,Electric,37,Male,Teacher,Central,5,2,5,Comprehensive,C106580,2022-10-03 19:33:38,5100.0,Vandalism,Major,3,0,4544.6,4139.41,In-Person,Bank Transfer,0,A626,North,0,1598.69
Convertible,BMW,3 Series,2014,11,New,9081.2,Hybrid,30,Female,Driver,West,45,0,43,Comprehensive,C106581,2023-03-19 08:51:23,5946.12,Theft,Major,4,1,6875.37,5003.07,In-Person,Bank Transfer,0,A922,East,0,773.48
Van,BMW,X5,2009,16,Used,20144.39,Diesel,69,Male,Teacher,East,46,0,46,Collision,C106582,2020-02-03 01:40:11,1537.66,Theft,Minor,3,1,3896.09,995.16,Phone,Cash,1,A620,Central,0,1594.58
Convertible,BMW,X5,2016,9,Used,15789.52,Diesel,45,Male,Lawyer,West,52,1,51,Comprehensive,C106583,2018-09-03 17:19:11,7275.83,Theft,Minor,5,1,3782.67,5448.79,Online,Check,0,A556,East,0,1421.2
Sedan,Ford,Escape,2000,25,New,6171.85,Electric,54,Female,Doctor,North,39,1,37,Comprehensive,C106584,2020-10-15 14:35:56,7384.94,Accident,Minor,4,1,3416.74,4997.3,Online,Cash,1,A598,North,0,504.11
Sedan,Honda,Civic,2006,19,Used,29160.26,Hybrid,42,Female,Engineer,East,55,1,52,Third-party,C106585,2020-05-26 18:53:21,6311.7,Theft,Minor,4,1,4459.57,2034.03,Online,Cash,1,A144,Central,0,1274.37
Sedan,Mercedes,GLA,2012,13,Damaged,15745.08,Hybrid,63,Female,Unemployed,North,26,3,25,Third-party,C106586,2021-06-10 19:09:00,6310.27,Fire,Minor,2,1,6123.94,4228.08,In-Person,Check,1,A403,South,0,1356.17
Coupe,BMW,3 Series,2002,23,Used,23066.93,Electric,65,Male,Doctor,West,3,0,0,Collision,C106587,2023-11-06 12:06:36,4307.42,Fire,Major,1,1,1869.88,6923.33,Online,Check,1,A767,East,0,1639.31
Convertible,Hyundai,Elantra,2018,7,Used,3000.0,Diesel,62,Male,Engineer,East,0,2,0,Collision,C106588,2023-05-25 09:20:55,6978.9,Fire,Major,4,1,3417.29,1087.77,In-Person,Cash,1,A297,South,0,467.75
Van,Honda,Civic,2014,11,Used,23991.38,Electric,43,Female,Teacher,West,5,1,3,Comprehensive,C106589,2023-02-12 00:35:40,1842.35,Theft,Total Loss,1,0,5876.9,5904.18,Phone,Check,0,A428,West,0,1801.82
Van,Hyundai,Sonata,2004,21,Used,17492.69,Electric,61,Female,Teacher,South,30,2,30,Comprehensive,C106590,2021-06-25 12:09:54,4617.64,Accident,Major,0,1,6138.45,500.0,Phone,Bank Transfer,1,A626,West,0,1381.19
SUV,Mercedes,GLA,2010,15,Used,7561.21,Electric,50,Female,Lawyer,North,0,1,0,Collision,C106591,2021-10-04 07:40:47,6382.6,Accident,Minor,1,1,3369.67,3489.81,In-Person,Check,1,A184,South,0,747.59
Truck,Mercedes,C-Class,2021,4,New,15584.65,Hybrid,57,Male,Teacher,South,52,2,49,Collision,C106592,2022-02-16 18:43:03,4209.04,Fire,Major,2,1,5333.43,9323.12,Online,Cash,1,A198,South,0,1486.74
Sedan,BMW,X5,2017,8,New,14509.39,Electric,57,Male,Driver,North,4,2,0,Third-party,C106593,2019-12-15 03:09:59,5197.03,Theft,Minor,5,1,3455.43,6171.28,Online,Cash,1,A271,North,0,809.43
Sedan,BMW,X5,2002,23,Used,26005.4,Electric,72,Male,Lawyer,North,18,1,15,Comprehensive,C106594,2022-08-10 23:56:36,4320.29,Theft,Minor,2,0,2299.44,3123.31,Phone,Bank Transfer,1,A891,South,0,1211.95
Sedan,Ford,Escape,2005,20,Used,20723.41,Petrol,71,Male,Engineer,East,4,3,0,Comprehensive,C106595,2023-09-10 01:56:49,8346.79,Theft,Minor,3,1,5615.46,5221.04,In-Person,Check,1,A650,North,0,1752.27
